EST_NUM1,NAME1,NAME21,ADB_NAME1,MAIL_11,MAIL_21,MAIL_31,MAIL_CITY1,MAIL_PROV1,MAIL_PC1,LOC_ADD11,LOC_ADD21,LOC_ADD31,LOC_CITY1,LOC_PROV1,LOC_PC1,TELE_11,TELE_21,TELE_31,CODES_11,CODES_21,CODES_31,CODE_41,CODE_51,CODES_61,CODE_71,CODE_81,CODES_91,CODES_101,EXPORT1,TRICHINA1,POUTRY_SPC1,OTHERS_SPC1,HACCP_REG1,EP_NUM1,LASTUPDT1,LICENCE_NO1,LICENCE_IS1,LICENCE_EX1
S406,MENNONITE CENTRAL COMMITTEE CANADA,,MCC MATERIAL RESOURCE CENTER,231 RAILWAY AVENUE,,,PLUM COULEE,MB,R0G 1R0,231 RAILWAY AVENUE,,,PLUM COULEE,MB,R0G 1R0,(204) 829-3005,(204) 829-7746/F,,,,,,,,,,,B,,,,,,EP2428,2018-02-01,S406-2428-17381,2018-02-01,2019-03-31
599,K & R POULTRY LTD.,,FARMFED,,,,,,,31171 PEARDONVILLE RD.,,,ABBOTSFORD,BC,V2T 6K6,(604) 850-5808,(604) 850-5838/F,(604) 850-9231/I,fhi,,f,,,,,,,,D,,,PIGEONS/PARTRIDGE,,EP1992,2018-04-25,599-1992-17950,2018-03-27,2019-03-31
600,FRESHSTONE BRANDS INC.,,TIFFANY GATE FOODS,,,,,,,195 STEINWAY BLVD,,,TORONTO,ON,M9W 6H6,(519)578-2940,,,,,,,,fx,,,,,D,,,,,,2021-07-13 12:42:41.978736500,,,
601,BUNGE CANADA,,,,,,,,,2190 SOUTH SERVICE ROAD WEST,,,OAKVILLE,ON,L6L 5N1,(905)825-7918,,,,,,,,,Y,,,,DF,,,,,,2022-08-30 11:35:45.719482800,,,
602,710769 ALBERTA LTD.,,ROYAL FOOD PRODUCTS; MEYERS MIGHTY FINE FOOD COMPANY,,,,,,,12525 - 89 STREET,,,EDMONTON,AB,T5B 3X2,(780) 474-2313,(780) 471-3910/F,,,,,,,fx,,,,,D,,,,,EP2196,2018-02-06,602-2196-17432,2018-02-06,2019-03-31
627,9395-8098 QUEBEC INC.,,"DISTRIBUTION VIANDES DÉCARIE, VIANDES DÉCARIE",,,,,,,"9595, BOUL. MÉTROPOLITAIN E",,,ANJOU,QC,H1J 3C1,(514) 744-6641,(514) 744-6330/F,,,,fx,,,fx,,,B/US,,ADFV,,,,,EP2349,2019-06-20,627-2349-17754,2018-02-26,2019-03-31
628,MAPLE LEAF FOODS INC./LES ALIMENTS MAPLE LEAF INC.,,CLEARVIEW FARMS : COLD SPRINGS FARM : COORSH : GAINERS : HUB MEAT PACKERS : HUB MEATS/LES VIANDES HUB : J.M. SCHNEIDER : LARSEN PACKERS : LES ALIMENTS HYGRADES/HYGRADE FOODS : MAPLE LEAF CONSUMER FOODS/LES ALIMENTS DE CONSOMMATION MAPLE LEAF : MAPLE LEAF FOOD SERVICE/SERVICE ALIMENTAIRE MAPLE LEAF : MAPLE LEAF FRESH FOODS : MAPLE LEAF MEATS/LES VIANDES MAPLE LEAF : MAPLE LEAF PORK/PORC MAPLE LEAF : MAPLE LEAF POULTRY/VOLAILLE MAPLE LEAF : MAPLE LEAF PREPARED MEATS/LES VIANDES PRÉPARÉES MAPLE LEAF : MITCHELL'S GOURMET FOODS : PARMA : PRIME MEATS : PRIME POULTRY : PRINCIPAL MARQUES MEAT COMPANY : ROYCE DUPONT : SCHNEIDER FOODS/LES ALIMENTS SCHNEIDER : SHOPSYS : SHOPSY'S FOODS/LES ALIMENTS SHOPSY'S : TEND-R-FRESH : THAMES VALLEY PROCESSORS : THE POULTRY COMPANY : VANCOUVER FANCY MEATS/LES VIANDES PRÉPARÉES VANCOUVER FANCY,6985 FINANCIAL DRIVE,,,MISSISSAUGA,ON,L5N0A1,65 REAGENS INDUSTRIAL PARKWAY,,,BRADFORD,ON,L3Z2A4,(905) 939-9262,,,,,f,,,f,,,,,D,,,,,,2021-05-28 14:35:22.565371100,,,
629,PRAIRIE PRIDE NATURAL FOODS LTD.,,,,,,,,,3535 MILLAR AVENUE,,,SASKATOON,SK,S7P 0A2,(306) 653-1810,(306) 653-1811/F,,fi,,f,,,f,,,,,D,,CHICKEN,,,EP2345,2019-01-09,629-2345-17449,2018-02-06,2019-03-31
631,ALPHA MEAT PACKERS LTD./SALAISON ALPHA LTEE,,,,,,,,,"10800, BOULEVARD DU GOLF",,,ANJOU,QC,H1J 2Y7,(514) 593-8430,(514) 593-9285/F,,,,fx,,,fx,,,,,D,,,,,EP2395,2018-03-08,631-2395-17882,2018-03-08,2019-03-31
672,CENTENNIAL GENERAL PARTNER INC.,,,,,,,,,5116 - 67TH AVE,,,EDMONTON,AB,T6B 3N9,(780) 465-9991,(780) 465-5113/F,,,,fx,,,fx,,,,,D,,,,,EP2400,2018-11-08,672-2400-17444,2018-02-06,2019-03-31
596,UNION POULTRY CANADA INC.,,,,,,,,,"70 DENISON ST., UNIT #2",,,MARKHAM,ON,L3R 1B6,(905) 305-1913,(905) 305-1514/F,Ext. 243/I,,,fx,,,fx,,,B/US,,D,,,,,EP2271,2018-02-09,596-2271-17463,2018-02-09,2019-03-31
S883,WOODPAT HOLDINGS INC.,,,,,,,,,106 AVIVA PARK DR,,,WOODBRIDGE,ON,L4L 9C7,(416)728-6485,,,,,,,,,,,B/US,,,,,,,,2021-04-16 10:38:12.465524800,,,
907,DURE FOODS LIMITED,,,,,,,,,120 ROY BOULEVARD,,,BRANTFORD,ON,N3R 7K2,519-753-5504,,,,,,,,f,,,,,,,,,,,2021-04-30 14:01:27.936268300,,,
908,FRESHLY FROZEN INC.,,,,,,,,,73 GALAXY BLVD UNIT 11,,,ETOBICOKE,ON,M9W 5T4,(647) 688-6874,,,,,,,,"x, f",,,,,,,,,,,2021-05-06 10:57:33.582180000,,,
737,CHEFSVILLE FOODS INC.,,SIHE INTERNATIONAL GROUP,,,,,,,26 LAIDLAW BLVD,,,MARKHAM,ON,L3P1W7,,,,,,"f,x",,,"f,x",,,,,D,,,,,,2021-11-29 11:37:37.759788900,,,
714,CANARDS DU LAC BROME LTÉE/BROME LAKE DUCKS LTD,,,,,,,,,500 BOULEVARD INDUSTRIEL,,,VAL-DES-SOURCES,QC,J1T0A2,(450)775-7402,,,"F,I",,"X, F",,,"X, F",,,,,"A, D",,,,,,2024-06-21 08:33:07.2174454,,,
934,SPECIALTY DISTRIBUTING LTD,,,"829, 48TH STREET E",,,SASKATOON,SK,S7K0X5,100-8151 CHURCHILL STREET,,,DELTA,BC,V4K0C2,(778)655-1945,,,,,,,,X,,,,,,,,,,,2021-11-19 09:02:16.245372400,,,
S901,BRIMICH LOGISTICS INC.,,,,,,,,,470 HARDY ROAD,,,BRANTFORD,ON,N3V 6T1,(519)750-3650,,,,,,,,,,,B/US,A,,,,,,,2026-08-06 12:06:36.9350856,,,
S556,ERB TRANSPORT LIMITED,,ERB COLD STORAGE-HIGHLAND WAREHOUSE,290 HAMILTON ROAD,,,NEW HAMBURG,ON,N3A 1A2,"1644 HIGHLAND ROAD WEST, UNIT #3",,,KITCHENER,ON,N2N 3K7,(519) 742-2652,(519) 742-8785/F,,,,,,,,,,B/US,A,,,,,,EP2335,2018-03-20,S556-2335-17923,2018-03-20,2019-03-31
897,GLOBAL EGG CORPORATION,,EGGSOLUTIONS,283 HORNER AVENUE,,,ETOBICOKE,ON,M8Z4Y4,25 NEWBRIDGE RD.,,,ETOBICOKE,ON,M8Z2L6,(416)231-2309,,,,,,,,,Y,,,,,,,,,,2021-04-06 09:58:56.735162900,,,
898,NATIONAL PASTA CORP.,,NATIONAL PASTA,,,,,,,"129 PINEBUSH ROAD, UNIT 101",,,CAMBRIDGE,ON,N1R8L2,(519)624-3434,,,,,,,,fx,,,,,,,,,,,2025-05-12 10:52:35.1803107,,,
827,NMK FOODS INC.,,,,,,,,,#7-8 5757 KENNEDY RD,,,MISSISSAUGA,ON,L4Z0C5,(905)507-0005,,,,,"f,x",,,"f,x",,,,,,,,,,,2021-01-26 11:28:11.055799600,,,
900,CLEAR OCEAN SEAFOOD LTD.,,CLEAR OCEAN SEAFOOD,,,,,,,2145-21331 GORDON WAY,,,RICHMOND,BC,V6W1J9,(604)771-1602,,,,,,,,X,,,,,D,,,,,,2021-07-06 15:07:55.955433600,,,
219,INOVATA FOODS CORP.,,,,,,,,,95 SPRUCE STREET,,,TILLSONBURG,ON,N4G 5C4,(519) 688-3256,(519) 688-9246/F,,,,,,,fx,,,,,AD,,,,,EP2115,2018-03-14,219-2115-17909,2018-03-14,2019-03-31
220,NOSSACK FINE MEATS LTD.,,,,,,,,,4951A - 78 STREET,,,RED DEER,AB,T4P 1N5,(403) 346-5006,(403) 343-8066/F,,,,fx,,,fx,,,,,,,,,,EP1945,2018-02-06,220-1945-17439,2018-02-06,2019-03-31
222,VENETIAN MEAT & SALAMI COMPANY LIMITED,,,,,,,,,947 BURLINGTON STREET EAST,,,HAMILTON,ON,L8L 4K6,(905) 545-1845,(905) 545-1627/I,(905) 545-1888/F,,,x,,,x,,,,,AD,,,,,EP1232,2018-02-09,222-1232-17511,2018-02-09,2019-03-31
796,OLYMEL S.E.C./ OLYMEL L.P.,,OLYMEL S.E.C./L.P.,,,,,,,1149 RUE MARIE-VICTORIN,,,ST-BRUNO,QC,J3V6R6,(450)461-2008,,,,,,,,,Y,,B/US,,ADFISV,,,,,,2025-03-06 11:39:15.9382291,,,
531,QUALITE NATURELLE CHAMPLAIN LIMITEE,,,,,,,,,11051 RUE MIRABEAU,,,ANJOU,QC,H1J2S2,(514)353-2005,,,,,,,Y,,,,C/US,,,,,,,,2020-09-18 14:47:47.923774500,,,
S866,CANARDS DU LAC BROME LTEE,,,,,,,,,"40, CHEMIN DU CENTRE",,,KNOWLTON,QC,J0E 1V0,,,,,,,,,,,,,A,,,,,,EP1257,2019-09-10,S866-1257-18052,2019-09-10,2020-03-31
S867,SOFINA FOODS INC./ALIMENTS SOFINA INC.,,EXCELDOR COOPERATIVE; EXCELDOR FOODS LTD,925 RUE DE L'INDUSTRIE,,,BELOEIL,QC,J3G0S5,925 RUE DE L'INDUSTRIE,,,BELOEIL,QC,J3G0S5,(418)830-5600,,,,,,,,,,,,A,,,,,,,2025-12-18 19:00:29.4532536,,,
S548,G. BRANDT MEAT PACKERS LIMITED,,,1878 MATTAWA AVENUE,,,MISSISSAUGA,ON,L4X 2A8,2507 - 2511 WHARTON GLEN,,,MISSISSAUGA,ON,L4X 2A8,(905) 279-4460,(905) 279-9155/F,,,,,,,,,,,A,,Y,,,,EP1712,2018-02-19,S548-1712-17634,2018-02-19,2019-03-31
S128,HALLMARK POULTRY PROCESSORS LTD.,,,1756 PANDORA ST.,,,VANCOUVER,BC,V5L1M1,180 COMMERCIAL DRIVE,,,VANCOUVER,BC,V5L0A3,(604)254-9885,,,,,,,,,,,,A,R,,,,,EP2398,2025-01-17 11:55:54.8818922,S128-2398-17426,2018-02-05,2019-03-31
S130,LANGLEY COLD STORAGE,,,20560 #106,,,LANGLEY,BC,V3A 6K8,"19195 33 AVENUE, UNIT 1",,,SURREY,BC,V3Z 1A1,(604) 530-1143,(604) 530-2278,,,,,,,,,,BC/US,A,,,,,,EP2561,2025-01-24 14:10:25.3667006,S130-2561-17429,2018-02-06,2019-03-31
S138,CLOVERDALE COLD STORAGE LTD.,,,,,,,,,3177 188TH ST.,,,SURREY,BC,V3S 9V5,(604) 541-8271,(604) 541-8273/F,,,,,,,,,,B/US,A,,,,,,EP2189,2018-02-05,S138-2189-17413,2018-02-05,2019-03-31
S144,PB DISTRIBUTION INC.,,,,,,,,V6V 1X3,19540 - 94TH AVENUE,,,SURREY,BC,V4N 4E5,(604) 881-6529,(604) 881-6545/F,,,,,,,,,,BC/US,AB,,,,,,EP2121,2018-02-01,S144-2121-17379,2018-02-01,2019-03-31
817,TIFFANY GATE FOODS INC.,,,195 STEINWAY BOULEVARD,,,TORONTO,ON,M9W 6H6,5485 TIMBERLEA BOULEVARD,,,MISSISSAUGA,ON,L4W 2T6,(416) 213-9720,(416) 213-9190,,,,,,,,Y,,,,D,,,,,EP2573,2018-03-27,817-2573-17971,2018-03-27,2019-03-31
605,E-FISH-ENT FISH COMPANY LTD.,,,,,,,,,1941 GOODRIDGE ROAD,,,SOOKE,BC,V9Z 0C6,(250) 642-4007,(250) 642-4057/F,,,fx,,,,xf,,,,,,,,,,EP2293,2018-03-28,605-2293-17993,2018-03-28,2018-04-30
606,LES PLATS DU CHEF ULC,,CUISINE ADVENTURES; PLATS DU CHEF; JONATHAN T,,,,,,,575 OSTER LANE,,,VAUGHAN,ON,L4K 2B9,(905) 669-0700,,,,,,,,fx,,,,,D,,,,,EP2337,2024-04-22 08:21:31.0055572,606-2337-17857,2018-03-06,2019-03-31
609,MEATY MEATS INC.,,,,,,,,,896 LAKESHORE ROAD,,,MISSISSAUGA,ON,L5E 1E1,(905) 278-7999,(905) 278-0009/F,,,,fx,,,fx,Y,,,,d,,,,,,2022-06-03 12:33:10.749832500,,,
S501,CANADIAN AMERICAN BOXED MEAT CORP.,,CANAM MEATS,,,,,,,6905 KENDERRY GATE," UNITS 2 & 3",,MISSISSAUGA,ON,L5T 2Y8,(905) 949-8882,(905) 949-1851/F,,,,,,,,,,B/US,A,,,,,,EP2408,2018-02-21,S501-2408-17656,2018-02-21,2019-03-31
679,2119002 ONTARIO LTD.,,CAN-AM MEAT PURVEYORS; ERIE MEAT PRODUCTS LTD.; GOLDEN MAPLE MEAT PRODUCTS LTD.; HARVEST CREEK,,,,,,,3091 WHARTON WAY,,,MISSISSAUGA,ON,L4X2B6,(905) 624-3811,,,,,fx,,,fx,,,B/US,,ADGVF,,,,,,2025-04-03 11:30:47.7825512,,,
681,BELWOOD POULTRY LIMITED,,BELWOOD COUNTRY PREMIUM,,RR#4,,,,,4272 CONCESSION 4 ROAD,,,AMHERSTBURG,ON,N9V 2Y9,(519) 736-2236,,,"f,i",,f,,,f,,,,,AD,,TURKEY,,,EP2223,2026-05-28 11:33:17.2752218,681-2223-17637,2018-02-19,2019-03-31
S861,LOBLAWS INC.,,,,,,,,,1263 PACIFIC AVENUE,,,WINNIPEG,MB,R3E 2T4,,,,,,,,,,,,,A,,,,,,EP2634,2019-07-09,S861-2634-18042,2019-07-09,2020-03-31
S862,LINEAGE LOGISTICS ORS LTD.,,,,,,,,,1440 PARKINSON ROAD,,,WOODSTOCK,ON,N4S7W3,(519)485-7237,,,,,,,,,,,,A,,,,,,,2021-01-15 10:09:06.439280000,,,
S863,LOBLAW INC.,,,2101 FLEMING ROAD,,,REGINA,SK,S4M 0A1,2101 FLEMING ROAD,,,REGINA,SK,S4M 0A1,306-533-2590,,,,,,,,,,,,"A,B",,,,,,EP2637,2025-05-27 12:02:42.2648903,S863-2637-18044,2019-08-09,2020-03-31
650,SPRINGER'S MEATS INC.,,,,,,,,,544 PARKDALE AVENUE NORTH,,,HAMILTON,ON,L8H 5Y7,(905) 544-0782,(905) 547-3107/F,,,,x,,,fx,,,,,DA,,,,,EP2384,2018-02-26,650-2384-17779,2018-02-26,2019-03-31
374,SOFINA FOODS INC./ ALIMENTS SOFINA INC.,,JANES FAMILY FOODS,100 COMMERCE VALLEY DRIVE WEST,,,MARKHAM,ON,L3T 0A1,3340 ORLANDO DRIVE,,,MISSISSAUGA,ON,L4V 1C7,(905) 673-7145,(   )    -,,,,,,,f,,,,,,,,,,EP1370,2018-02-19,374-1370-17616,2018-02-19,2019-03-31
375,RAMICO FOODS INC.,,,,,,,,,"8245, RUE DU CREUSOT",,,SAINT-LÉONARD,QC,H1P 2A2,(514) 329-1844,(514) 329-5096/F,,,fx,,,,,,,,,D,,,,,EP1372,2018-02-16,375-1372-17603,2018-02-16,2019-03-31
377,CHARCUTERIE PARISIENNE INC.*,,,,,,,,,6910 RUE MARCONI,,,MONTREAL,QC,H2S 3K1,(514) 274-9375,(514) 274-9379/F,,,,fx,Y,,fx,,,,,,,,,,EP1374,2018-01-19,377-1374-16861,2017-03-02,2018-03-31
378,LES ALIMENTS ROMA LTÉE/ROMA FOOD PRODUCTS LTD.,,,,,,,,,660 RUE WRIGHT,,,SAINT-LAURENT,QC,H4N 1M6,(514) 332-0340,(514) 332-0163,(514) 334-0926/F,,,,,,x,,,,,D,,,,,EP1375,2019-06-27,378-1375-17553,2018-02-14,2019-03-31
379,LES PRODUITS ALIMENTAIRES BOUCHARD INC.,,,,,,,,,"476, RUE ST-ISIDORE",,,"MÉTABETCHOUAN, LAC-A-LA CROIX",QC,G8G 2K2,(418) 349-2744,(418) 349-8283/F,,,,x,,,fx,,,,,,,,,,EP1376,2018-02-16,379-1376-17584,2018-02-16,2019-03-31
578,GRAND RIVER FOODS LTD.,,DC FOODS (Division of Sunwest Food Processors Ltd.),35 NORTHLAND ROAD,,,WATERLOO,ON,N2U 1Y8,35 NORTHLAND ROAD,,,WATERLOO,ON,N2V 1Y8,(519) 747-5546,(519) 886-8656/F,,,,,,,fx,,,,,D,,,,,EP1536,2019-09-04,578-1536-17924,2018-03-20,2019-03-31
581,9136-4802 QUEBEC INC.,,DÉLICES AL-MANAR,,,,,,,"100, RUE DUMONT",,,EAST ANGUS,QC,J0B 1R0,(819) 832-4777,(819) 832-3048/F,,,,,,,fx,,,,,D,,,,,EP2119,2018-02-26,581-2119-17753,2018-02-26,2019-03-31
589,THE MEAT FACTORY LIMITED,,CONNIE'S KITCHEN; DYNASTY MEATS; EASTWEST CUISINE; KALI'S INDIAN CUISINE; LIL' JUAN'S MEXICAN CUISINE; LOU'S BARBEQUE; LOU'S KITCHEN; LUCIA'S MEXICAN CUISINE; MANDARIN; MIRA'S KITCHEN; SMOKIN' JOE'S PREMIUM BBQ; STONEY CREEK MARKET; THE MEAT FACTORY LIMITED; VENTERA RANCH,,,,,,,46 COMMUNITY AVENUE,,,STONEY CREEK,ON,L8E2Y3,(905)664-2126,,,,,fx,,,fx,,,,,ADF,,,,,,2026-08-04 11:45:43.6305551,,,
590,DUSO'S ENTERPRISES LTD.,,,,,,,,,#200 - 1625 KEBET WAY,,,PORT COQUITLAM,BC,V3C 5W9,(604) 464-8101,(604) 464-8220/F,,,,,,,fx,,,,,D,,,,,EP2261,2018-01-26,590-2261-17340,2018-01-26,2019-03-31
591,SUNRISE POULTRY PROCESSORS LTD.,,,,,,,,,3863 - 6TH AVENUE NORTH,,,LETHBRIDGE,AB,T1H 5C2,(403) 380-4639,(403) 380-4735/F,(403) 382-4908/I,f,,f,,,f,,,,,DV,,,,,EP2338,2018-02-14,591-2338-17543,2018-02-14,2019-03-31
522,PREMIUM BRANDS OPERATING LIMITED PARTNERSHIP,,PILLER'S : PILLER SAUSAGES & DELICATESSENS : PILLER'S FINE FOODS-A DIVISION OF PBOLP,,,,,,,38 MIDDLETON STREET,,,BRANTFORD,ON,N3S 7V7,(519) 757-0663,(519) 757-0663/F,,,,,,,fx,,,,,D,,,,,EP2318,2018-02-01,522-2318-17375,2018-02-01,2019-03-31
440,PRODUITS ALIMENTAIRES ITALIENS MILANO INC.,,,,,,,,,"10548, AVENUE L'ARCHEVEQUE",,,MONTRÉAL-NORD,QC,H1H 3A2,(514) 323-2643,(514) 323-2644/F,,,,,,,x,,,,,,,,,,EP1426,2018-02-26,440-1426-17789,2018-02-26,2019-03-31
442,FOOD PROCESSING DEVELOPMENT CENTRE,,,,,,,,,6309-45 STREET,,,LEDUC,AB,T9E7C5,(780)980-4872,,,,,,,,"f,x",,,,,"A,D",,,,,,2024-12-19 13:20:17.7257138,,,
443,ATLANTIC BEEF PRODUCTS INC.,,,P.O. BOX 40,,,ALBANY,PE,C0B 1A0,95 TRAIN STATION ROAD,,,ALBANY,PE,C0B 1A0,(902) 437-2727,(902) 437-2626/F,,AH,,X,,,X,,,,,ACDL,,,,,,2023-03-30 11:34:04.255024100,,,
798,LA CIE MCCORMICK CANADA CO.,,MCCORMICK CANADA,P.O. BOX 5788,,,LONDON,ON,N6A 4Z2,600 CLARKE ROAD,,,LONDON,ON,N5V 3K5,(519) 432-7311,(519) 432-7311,,,,,,,fx,,,,,,,,,,EP2484,2018-03-09,798-2484-17906,2018-03-09,2019-03-31
799,INTERCITY PACKERS LTD.,,Albion Farms & Fisheries,1900 NO.6 ROAD,,,RICHMOND,BC,V6V 1W3,1900 NO.6 ROAD,,,RICHMOND,BC,V6V 1W3,(604) 295-2010,,,,,fx,,,fx,,,,,,,,,,EP2570,2019-11-28,799-2570-17333,2018-01-26,2019-03-31
473A,SOFINA FOODS INC. / ALIMENTS SOFINA INC.,,SANTA MARIA FOODS,100 COMMERCE VALLEY WEST,,,MARKHAM,ON,L3T 0A1,10 ARMTHORPE ROAD,,,BRAMPTON,ON,L6T 5M4,(905) 790-1991,(905) 494-2321/F,(   )    -,,,x,,,fx,,,,,AD,,,,,EP2224,2018-02-19,473A-2224-17613,2018-02-19,2019-03-31
S224,Versacold Logistic Services,,Versacold Group Services ULC,,,,,,,3925 BRANDON STREET S.E.,,,CALGARY,AB,T2G 4A7,(403) 243-1821,(403) 243-6522/F,,,,,,,,,,,A,SI,,,,,EP1652,2018-02-21,S224-1652-17685,2018-02-21,2019-03-31
S226,TAS REFRIGERATED DISTRIBUTION INC./DISTRIBUTION RÉFRIGÉRÉE INC.,,,,,,,,,4060 - 78TH AVE S.E.,,,CALGARY,AB,T2C 2L8,(514) 337-4665,(514) 337-4660/F,,,,,,,,,,BC/US,A,,,,,,EP1654,2018-02-14,S226-1654-17551,2018-02-14,2019-03-31
S228,VERSACOLD GROUP SERVICES,,VERSACOLD LOGISTICS,2115 COMMISSIONER STREET,,,VANCOUVER,BC,V5L 1A6,12536-62ND STREET,,,EDMONTON,AB,T5W 0Y5,(780) 447-4000,(780) 474-4204/F,,,,,,,,,,BC/US,A,H,Y,,,,,2022-02-21 13:50:59.862084200,,,
371,MAPLE LEAF FOODS INC./LES ALIMENTS MAPLE LEAF INC.,,MAPLE LEAF FOODS/LES ALIMENTS MAPLE LEAF : MAPLE LEAF CONSUMER FOODS/LES ALIMENTS DE CONSOMMATION MAPLE LEAF : MAPLE LEAF FOOD SERVICE/SERVICE ALIMENTAIRE MAPLE LEAF : MAPLE LEAF PORK/PORC MAPLE LEAF : MAPLE LEAF POULTRY/VOLAILLE MAPLE LEAF : SCHNEIDER FOODS/LES ALIMENTS SCHNEIDER : J.M. SCHNEIDER : MITCHELL'S GOURMET FOODS : HUB MEAT PACKERS : LARSEN PACKERS : COLD SPRING FARMS : MAPLE LEAF POTATOES : HUB MEATS/LES VIANDES HUB : CAPPOLA FOOD : THAMES VALLEY PROCESSORS,6985 FINANCIAL DRIVE,,,MISSISSAUGA,ON,L5N 0A1,"333 COURTNEY PARK DRIVE, EAST",,,MISSISSAUGA,ON,L5T 2T6,(905) 565-9388,(905) 565-1955/F,(905) 565-9388/I,,,,,,fx,,,,,AD,,,,,EP2068,2018-02-21,371-2068-17651,2018-02-21,2019-03-31
367,OSI SELECT READY FOODS INC.,,SELECT READY FOODS INC.,,,,,,,8310 YELLOWHEAD TRAIL,,,EDMONTON,AB,T5B 1G5,(780) 414-2036,(780) 483-1440/F,,,,,,,fx,,,,,D,,,,,EP2307,2018-02-06,367-2307-17431,2018-02-06,2019-03-31
S233,VERSACOLD GROUP SERVICES ULC,,VERSACOLD,,,,,,,7405 - 127 AVE.,,,EDMONTON,AB,T5C 1R9,(780) 478-8561,(780) 475-6399/F,,,,,,,,,,,A,,,,,,EP1658,2018-02-06,S233-1658-17448,2018-02-06,2019-03-31
S234,CLAUSON-COLD AND COOLER LTD.,,,,,,,,,2423A-2ND AVENUE S.E.,,,CALGARY,AB,T2E 6K1,(403) 248-9808,(403) 273-3691/F,(403) 273-7989/I,,,,,,,,,C/US,A,RIH,Y,,,,EP1936,2019-11-19,S234-1936-17938,2018-03-22,2019-03-31
S239,CONGÉBEC INC.,,,,,,,,,5500-72 AVE. SE,,,CALGARY,AB,T2C 4X5,(418) 683-3491,(418) 686-8836/F,,,,,,,,,,BC/US,AB,SI,,,,,EP2383,2018-02-14,S239-2383-17544,2018-02-14,2019-03-31
S305,AERO DELIVERY LTD.,,FRESH PACK FREEZERS 2010,,,,,,,1701 - 16TH STREET WEST,,,SASKATOON,SK,S7M5J5,(306)242-6300,,,,,,,,,,,BC/US,AB,R,,,,,,2020-12-14 12:38:21.213928800,,,
S307,MAPLE LEAF FOODS INC./LES ALIMENTS MAPLE LEAF INC.,,MAPLE LEAF FOODS/LES ALIMENTS MAPLE LEAF : MAPLE LEAF CONSUMER FOODS/LES ALIMENTS DE CONSOMMATION MAPLE LEAF : MAPLE LEAF FOOD SERVICE/SERVICE ALIMENTAIRE MAPLE LEAF : MAPLE LEAF PORK/PORC MAPLE LEAF : MAPLE LEAF POULTRY/VOLAILLE MAPLE LEAF : SCHNEIDER FOODS/LES ALIMENTS SCHNEIDER : J.M. SCHNEIDER : MITCHELL'S GOURMET FOODS : HUB MEAT PACKERS : LARSEN PACKERS : COLD SPRINGS FARMS : MAPLE LEAF POTATOES : HUB MEATS/LES VIANDES HUB : CAPPOLA FOOD : THAMES VALLEY PROCESSORS,6985 FINANCIAL DRIVE,,,MISSISSAUGA,ON,L5N 0A1,1015-64TH STREET EAST,,,SASKATOON,SK,S7P 0A8,(306) 667-2600,(306) 653-4951/F,(306) 975-5848/I,,,,,,,,,,AB,,,,,,EP2404,2018-02-21,S307-2404-17706,2018-02-21,2019-03-31
S360,CONGÉBEC INC.,,"WESTCO A DIVISION OF CONGÉBEC INC., CONGÉBEC, CONGEBEC",810 AVENUE GODIN,,,QUEBEC,QC,G1M 2X9,810-60TH STREET E.,,,SASKATOON,SK,S7K 8G8,(306) 933-9300,(306) 933-9488/F,(306) 975-5848/I,,,,,,,,,B/US,AB,RS,,,,,EP2273,2018-02-21,S360-2273-17707,2018-02-21,2019-03-31
S903,ENTREPOSAGE HERGER INC.,,ENTREPOSAGE HERGER INC. (RG4),,,,,,,3655 RUE PICARD,,,SAINT-HYACINTHE,QC,J2S 1H3,(450)774-9440,,,,,,,,,,,,"A,B",,,,,,,2022-08-08 14:18:48.483238600,,,
954,SAPUTO PRODUITS LAITIERS CANADA S.E.N.C. / SAPUTO DAIRY PRODUCTS CANADA G.P.,,SAPUTO DAIRY PRODUCTS CANADA G.P.,,,,,,,"284 HOPE STREET WEST,RR#2",,,TAVISTOCK,ON,N0B2R0,(519)703-0755,,,,,,,,X,,,,,,,,,,,2022-09-02 09:21:55.789868100,,,
955,DR MA'S LABORATORIES INC.,,,,,,,,,#4-8118 NORTH FRASER WAY,,,BURNABY,BC,V5J0E5,(604)439-6089,,,,,,,,,Y,,,,,,,,,,2022-09-21 14:40:58.954602200,,,
961,UNIVERSAL COLD INC.,,,,,,,,,90 GLOVER ROAD,,,HAMILTON,ON,L8W3T7,(905) 575-8164,,,,,XF,,,XF,,,B/US,,AD,,,,,,2026-03-23 14:54:54.3207711,,,
963,SALAISON THESSALIA INC./THESSALIA MEAT MARKET INC.,,,,,,,,,19201 CLARK-GRAHAM,,,BAIE D'URFE,QC,H9X3P5,"Required Please include country code (when outside North America), area code, and local number. North American numbers to follow the format ""xxx-xxx-xxxx"". 	 Primary Phone Number 5149929649",,,,,XF,,,XF,,,,,,,,,,,2022-11-14 14:27:11.631030600,,,
901,MAPLE LEAF FOODS INC./LES ALIMENTS MAPLE LEAF INC.,,,,,,,,,1577 WILTON GROVE ROAD,,,LONDON,ON,N6N 1M3,(905)285-1615,,,fi,,f,,,f,,,,,AD,,,,,,2024-08-06 13:09:45.5098753,,,
