CPF_CNPJ;RAZAO_SOCIAL;NOME_FANTASIA;NR_SIF;DATA_RESERVA;DT_REGISTRO;NUMERO_PROCESSO;SITUACAO;LOGRADOURO;BAIRRO;CEP;MUNICIPIO;UF;TELEFONE;EMAIL;AREA_CATEGORIA;CATEGORIA_CLASSE;DATA_OCORRENCIA;DESCRICAO_OCORRENCIA
13.397.843/0001-15;PACIFICO INDUSTRIA E COMERCIO DE OLEOS E PROTEINAS LTDA;;3901;2014-08-20 00:00:00;2015-08-12 00:00:00;21046.001046/2011-51;A;ROD. BR 364, /SNº, KM 250 ;ZONA RURAL;76960970;CACOAL;RO;(69) 9902.3530;;NÃO COMESTÍVEL;UNIDADE DE BENEF. DE PROD. NÃO COMESTÍVEIS - C17 / NC2 - FÁBRICA DE PRODUTO NÃO COMESTÍVEL;2023-11-28 00:00:00;"Colômbia. Bovinos. Habilitação.
Produtos submetidos a tratamento térmico cocção. SEI 21024.001032/2022-48. ADIDO COMUNICA BOG (32372874). vigência: 22/11/2026."
13.397.843/0001-15;PACIFICO INDUSTRIA E COMERCIO DE OLEOS E PROTEINAS LTDA;;3901;2014-08-20 00:00:00;2015-08-12 00:00:00;21046.001046/2011-51;A;ROD. BR 364, /SNº, KM 250 ;ZONA RURAL;76960970;CACOAL;RO;(69) 9902.3530;;NÃO COMESTÍVEL;UNIDADE DE BENEF. DE PROD. NÃO COMESTÍVEIS - C17 / NC2 - FÁBRICA DE PRODUTO NÃO COMESTÍVEL;2026-01-14 00:00:00;PERU. Habilitação. Data de validade: 31/12/2028. PRODUTOS SUBMETIDOS A TRATAMENTO TÉRMICO COCÇÃO (BOVÍDEO) (DHC). Nº Processo SEI: 21000.026797/2025-10. Nº(s) Documento(s) SEI: ADIDO COMUNICA 21 (49648797).
13.397.843/0001-15;PACIFICO INDUSTRIA E COMERCIO DE OLEOS E PROTEINAS LTDA;;3901;2014-08-20 00:00:00;2015-08-12 00:00:00;21046.001046/2011-51;A;ROD. BR 364, /SNº, KM 250 ;ZONA RURAL;76960970;CACOAL;RO;(69) 9902.3530;;NÃO COMESTÍVEL;UNIDADE DE BENEF. DE PROD. NÃO COMESTÍVEIS - C17 / NC2 - FÁBRICA DE PRODUTO NÃO COMESTÍVEL;2026-08-17 00:00:00;COLÔMBIA. Renovação de Habilitação. NÃO COMESTÍVEIS (AA - INGREDIENTE). PRODUTOS SUBMETIDOS A TRATAMENTO TÉRMICO COCÇÃO (BOVÍDEO) (DHC). SEI: 21024.004421/2026-59. ADIDO COMUNICA 200 (55288173), Relatório ICA de renovação (55288170) e Informação 3772 (55418233). Data de validade: 22/11/2029.
67.620.377/0061-55;MINERVA S.A.;MINERVA S.A.;2471;2014-08-20 00:00:00;2014-08-20 00:00:00;21000.015930/2020-90;A;AV.  GENTIL DIAS, 2300;BARBOSA;39440476;JANAÚBA;MG;(17) 3321-3355;JOSE.FERREIRA@MINERVAFOODS.COM;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AB1 - Bovino - mais de 80/hora - mais de 20t/d estocagem;2017-07-17 00:00:00;Bovinos. Geórgia. Exclusão da habilitação.  SEI 21042 007098 2017 66
67.620.377/0061-55;MINERVA S.A.;MINERVA S.A.;2471;2014-08-20 00:00:00;2014-08-20 00:00:00;21000.015930/2020-90;A;AV.  GENTIL DIAS, 2300;BARBOSA;39440476;JANAÚBA;MG;(17) 3321-3355;JOSE.FERREIRA@MINERVAFOODS.COM;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AB1 - Bovino - mais de 80/hora - mais de 20t/d estocagem;2022-02-02 00:00:00;Chile. Bovinos. Prorrogação de vigência de habilitação. Processo SEI nº 21000.018891/2021-63 (19877074). Vigência: 14/09/2022.
67.620.377/0061-55;MINERVA S.A.;MINERVA S.A.;2471;2014-08-20 00:00:00;2014-08-20 00:00:00;21000.015930/2020-90;A;AV.  GENTIL DIAS, 2300;BARBOSA;39440476;JANAÚBA;MG;(17) 3321-3355;JOSE.FERREIRA@MINERVAFOODS.COM;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AB1 - Bovino - mais de 80/hora - mais de 20t/d estocagem;2021-12-20 00:00:00;Egito. Bovinos. Prorrogação da habilitação. Produtos em natureza. SEI 21000.091495/2021-81 (18761561). Validade: 14/02/2022.
67.620.377/0061-55;MINERVA S.A.;MINERVA S.A.;2471;2014-08-20 00:00:00;2014-08-20 00:00:00;21000.015930/2020-90;A;AV.  GENTIL DIAS, 2300;BARBOSA;39440476;JANAÚBA;MG;(17) 3321-3355;JOSE.FERREIRA@MINERVAFOODS.COM;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AB1 - Bovino - mais de 80/hora - mais de 20t/d estocagem;2021-09-14 00:00:00;Bovinos. Chile. Renovação de habilitação. PRODUTOS EM NATUREZA, PRODUTOS SUBMETIDOS A TRATAMENTO TÉRMICO COCÇÃO. SEI 21000.018891/2021-63, Carta SAG Nº 6077/2021 (17145875). Validade 14/09/2022.
67.620.377/0061-55;MINERVA S.A.;MINERVA S.A.;2471;2014-08-20 00:00:00;2014-08-20 00:00:00;21000.015930/2020-90;A;AV.  GENTIL DIAS, 2300;BARBOSA;39440476;JANAÚBA;MG;(17) 3321-3355;JOSE.FERREIRA@MINERVAFOODS.COM;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AB1 - Bovino - mais de 80/hora - mais de 20t/d estocagem;2022-09-19 00:00:00;"Egito. Bovinos. Prorrogação da habilitação. SEI 03844.000026/2019-32 (23833955). 
Validade: 01/01/2023."
67.620.377/0061-55;MINERVA S.A.;MINERVA S.A.;2471;2014-08-20 00:00:00;2014-08-20 00:00:00;21000.015930/2020-90;A;AV.  GENTIL DIAS, 2300;BARBOSA;39440476;JANAÚBA;MG;(17) 3321-3355;JOSE.FERREIRA@MINERVAFOODS.COM;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AB1 - Bovino - mais de 80/hora - mais de 20t/d estocagem;2023-03-17 00:00:00;México. Bovinos. Habilitação. Produtos em natureza. SEI 21000.105290/2022-71. ADIDO COMUNICA MEX (27257740) e (27257715). SEI 21000.013696/2023-17 (29299940 e 29299949), Apresentar Medidas Corretivas apontadas pela missão em 40 dias, à partir de 21/06/2023.Vigência:31/12/2023.
67.620.377/0061-55;MINERVA S.A.;MINERVA S.A.;2471;2014-08-20 00:00:00;2014-08-20 00:00:00;21000.015930/2020-90;A;AV.  GENTIL DIAS, 2300;BARBOSA;39440476;JANAÚBA;MG;(17) 3321-3355;JOSE.FERREIRA@MINERVAFOODS.COM;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AB1 - Bovino - mais de 80/hora - mais de 20t/d estocagem;2023-01-20 00:00:00;Indonésia. Bovinos. Habilitação. Produtos em natureza. SEI 21000.091099/2022-34. ADIDO COMUNICA JAC (26233166) e (26493525).
67.620.377/0061-55;MINERVA S.A.;MINERVA S.A.;2471;2014-08-20 00:00:00;2014-08-20 00:00:00;21000.015930/2020-90;A;AV.  GENTIL DIAS, 2300;BARBOSA;39440476;JANAÚBA;MG;(17) 3321-3355;JOSE.FERREIRA@MINERVAFOODS.COM;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AB1 - Bovino - mais de 80/hora - mais de 20t/d estocagem;2022-11-23 00:00:00;Egito. Bovinos. Prorrogação da habilitação. SEI 03844.000026/2019-32 (24979432). Validade: 01/04/2023.
67.620.377/0061-55;MINERVA S.A.;MINERVA S.A.;2471;2014-08-20 00:00:00;2014-08-20 00:00:00;21000.015930/2020-90;A;AV.  GENTIL DIAS, 2300;BARBOSA;39440476;JANAÚBA;MG;(17) 3321-3355;JOSE.FERREIRA@MINERVAFOODS.COM;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AB1 - Bovino - mais de 80/hora - mais de 20t/d estocagem;2022-10-26 00:00:00;Malásia. Bovinos. Renovação da Habilitação. Produtos em natureza.  SEI 21000.025094/2022-13 (24649485). Vigência 17/10/2025
67.620.377/0061-55;MINERVA S.A.;MINERVA S.A.;2471;2014-08-20 00:00:00;2014-08-20 00:00:00;21000.015930/2020-90;A;AV.  GENTIL DIAS, 2300;BARBOSA;39440476;JANAÚBA;MG;(17) 3321-3355;JOSE.FERREIRA@MINERVAFOODS.COM;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AB1 - Bovino - mais de 80/hora - mais de 20t/d estocagem;2023-07-04 00:00:00;Albânia. Bovinos. Exclusão da lista de habilitação. OFÍCIO-CIRCULAR Nº 95/2023/DHC/CGI/DIPOA (29531578), de 04/07/2023.
67.620.377/0061-55;MINERVA S.A.;MINERVA S.A.;2471;2014-08-20 00:00:00;2014-08-20 00:00:00;21000.015930/2020-90;A;AV.  GENTIL DIAS, 2300;BARBOSA;39440476;JANAÚBA;MG;(17) 3321-3355;JOSE.FERREIRA@MINERVAFOODS.COM;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AB1 - Bovino - mais de 80/hora - mais de 20t/d estocagem;2023-11-20 00:00:00;Egito. Bovinos. Prorrogação da habilitação. SEI 03844.000026/2019-32 (31870669). Validade: 01/06/2024.
67.620.377/0061-55;MINERVA S.A.;MINERVA S.A.;2471;2014-08-20 00:00:00;2014-08-20 00:00:00;21000.015930/2020-90;A;AV.  GENTIL DIAS, 2300;BARBOSA;39440476;JANAÚBA;MG;(17) 3321-3355;JOSE.FERREIRA@MINERVAFOODS.COM;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AB1 - Bovino - mais de 80/hora - mais de 20t/d estocagem;2024-10-03 00:00:00;VENEZUELA. Renovação de Habilitação. PRODUTOS EM NATUREZA (BOVÍDEO) (DHC). SEI: 21000.028205/2017-86. Ofício MRE 09199.201692/2024-91 (SEI: 38087188).
02.332.686/0014-68;KERRY DO BRASIL LTDA;-;2719;2014-08-25 00:00:00;2015-03-31 00:00:00;21020.003338/2018-92;A;AC BR - 153, SN;FAZENDA GENIPAPO, ZONA URBANA, SAIDA SUL;76310000;RIALMA;GO;(19) 3765-5000;CUENTAS.PORPAGARBR@KERRY.COM;LEITE;UNIDADE DE BENEFICIAMENTO DE LEITE E DERIVADOS - L3G / LT6 - EST.LEITE E DERIV. (10.000 A 20.000 L/DIA);;
04.438.188/0001-05;COMERCIAL LAC MAX LTDA;-;2977;2014-09-09 00:00:00;2015-08-13 00:00:00;21042.012005/2020-11;A;EST GERAL PICADA FLOR, S/N;PICADA FLOR;95923000;MARQUES DE SOUZA;RS;;;LEITE;UNIDADE DE BENEFICIAMENTO DE LEITE E DERIVADOS - L3G / LT5 - EST.LEITE E DERIV. (20.000 A 50.000 L/DIA);;
01.257.995/0028-53;GOIASMINAS INDUSTRIA DE LATICINIOS LTDA;ITALAC;1986;2014-09-10 00:00:00;2015-08-05 00:00:00;21000.007566/2020-94;A;Rua C;Mini Distrito I;37413308;TRÊS CORAÇÕES;MG;(64) 3447-7500;ITALAC@ITALAC.COM.BR;LEITE;UNIDADE DE BENEFICIAMENTO DE LEITE E DERIVADOS - L3G / LT3 - EST.LEITE E DERIV. (100.000 A 300.000 L/DIA);;
17.390.909/0001-04;FRIGMANN FRIGORIFICO LTDA;FRIGORIFICO FRIGMANN  ;25;2014-11-14 00:00:00;2015-08-06 00:00:00;21000.005656/2023-93;A;ROD. AMAMBAI CAARAPO MS 156 KM 04, S/Nº;ZONA RURAL;79990000;AMAMBAÍ;MS;(67) 3481-6981;larissa_ransolin@hotmail.com, engenharia@solideng.com.br;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AB3 - BOVINO - 40 a 80/h;2025-11-03 00:00:00;FILIPINAS. Habilitação. PRODUTOS EM NATUREZA (BOVÍDEO) (DHC), incluindo miúdos. Nº Processo SEI: 21026.003249/2025-15. Nº(s) Formulário (SEI: 47688088).
02.060.862/0017-00;SUPERFRIO ARMAZENS GERAIS S.A.;;2402;2014-11-18 00:00:00;2014-11-18 00:00:00;21000.075983/2022-21;A;AVENIDA SOLON PADILHA, Nº 2402 - COMPLEMENTO - SALA 02;POLO EMPRESARIAL OESTE ;79108610;CAMPO GRANDE;MS;(16) 3902-1900;fiscal@superfrio.com.br;ESTOCAGEM;ENTREPOSTO DE PRODUTOS DE ORIGEM ANIMAL - E01 / EF3 - ENTREPOSTO FRIGORIFICO;2022-12-15 00:00:00;Retorno da certificação sanitária e emissão de DCPOA. Argentina. Paraguai. Uruguai. Processo nº 21000.012419/2022-06 (25629056).
83.310.441/0103-41;COOPERATIVA CENTRAL AURORA ALIMENTOS;AURORA COOP;151;2014-12-26 00:00:00;2014-12-26 00:00:00;03841.000006/2020-25;A;ROD AC AO PARQUE CAXAMBU, A 2500 METROS DA RODOVIA PR-151, S/N;DIST. INDUSTRIAL I (ANTONIO FIORAVANTE DI NAPOLI);84165970;CASTRO;PR;(49) 3321-3000;FISCAL@AURORACOOP.COM.BR;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AS1 - SUÍNO - MAIS DE 800/D;2018-01-02 00:00:00;Argentina. Suspensão devido a presença de Salmonella spp. Esclarecemos que os estoques estão desabilitados. Processo SEI: 21000.054818/2017-79 
83.310.441/0103-41;COOPERATIVA CENTRAL AURORA ALIMENTOS;AURORA COOP;151;2014-12-26 00:00:00;2014-12-26 00:00:00;03841.000006/2020-25;A;ROD AC AO PARQUE CAXAMBU, A 2500 METROS DA RODOVIA PR-151, S/N;DIST. INDUSTRIAL I (ANTONIO FIORAVANTE DI NAPOLI);84165970;CASTRO;PR;(49) 3321-3000;FISCAL@AURORACOOP.COM.BR;CARNE;ABATEDOURO FRIGORÍFICO - C15 / MSD - MIGRADO - SDA DIGITAL;2017-08-17 00:00:00;Suínos. África do Sul. Habilitação. Produtos em natureza. SEI. 03348.000026/2017-71.
83.310.441/0103-41;COOPERATIVA CENTRAL AURORA ALIMENTOS;AURORA COOP;151;2014-12-26 00:00:00;2014-12-26 00:00:00;03841.000006/2020-25;A;ROD AC AO PARQUE CAXAMBU, A 2500 METROS DA RODOVIA PR-151, S/N;DIST. INDUSTRIAL I (ANTONIO FIORAVANTE DI NAPOLI);84165970;CASTRO;PR;(49) 3321-3000;FISCAL@AURORACOOP.COM.BR;CARNE;ABATEDOURO FRIGORÍFICO - C15 / MSD - MIGRADO - SDA DIGITAL;2020-05-18 00:00:00;Suínos. Hong Kong. Habilitação. SEI 21000.033610/2019-88, 8131490
83.310.441/0103-41;COOPERATIVA CENTRAL AURORA ALIMENTOS;AURORA COOP;151;2014-12-26 00:00:00;2014-12-26 00:00:00;03841.000006/2020-25;A;ROD AC AO PARQUE CAXAMBU, A 2500 METROS DA RODOVIA PR-151, S/N;DIST. INDUSTRIAL I (ANTONIO FIORAVANTE DI NAPOLI);84165970;CASTRO;PR;(49) 3321-3000;FISCAL@AURORACOOP.COM.BR;CARNE;ABATEDOURO FRIGORÍFICO - C15 / MSD - MIGRADO - SDA DIGITAL;2018-03-14 00:00:00;Ucrânia. Suínos. Habilitação para exportação de PRODUTOS EM NATUREZA, PRODUTOS SUBMETIDOS A TRATAMENTO TÉRMICO - COCÇÃO. Processo SEI: 21000.053589/2017-75 (Nota Verbal 602.1122.18.15293/2017/DPB/MRE/UCRANIA (3753274) 
83.310.441/0103-41;COOPERATIVA CENTRAL AURORA ALIMENTOS;AURORA COOP;151;2014-12-26 00:00:00;2014-12-26 00:00:00;03841.000006/2020-25;A;ROD AC AO PARQUE CAXAMBU, A 2500 METROS DA RODOVIA PR-151, S/N;DIST. INDUSTRIAL I (ANTONIO FIORAVANTE DI NAPOLI);84165970;CASTRO;PR;(49) 3321-3000;FISCAL@AURORACOOP.COM.BR;CARNE;ABATEDOURO FRIGORÍFICO - C15 / MSD - MIGRADO - SDA DIGITAL;2021-05-03 00:00:00;Líbano. Suínos. Habilitação. Produtos em natureza. Processo sei nº 03841.000020/2020-29. 14951731.
10.794.103/0001-24;P. N. V. DE FIGUEIREDO COM. IND. IMPORT. E EXPORT. - ME ;R P M DISTRIBUIDORA ;3259;2015-01-12 00:00:00;2015-07-08 00:00:00;21008.000653/2014-01;A;RUA JOAQUIM CAETANO DA SILVA, 430;CENTRO;68980000;OIAPOQUE;AP;(96) 3521.3216;;PESCADO;UNIDADE DE BENEF. DE PESCADO E PROD. DE PESCADO - P07 / EP2 - ENTREPOSTO DE PESCADOS;2017-04-11 00:00:00;Produtos de origem animal. Brasil. Habilitação. Conforme IN 10/2014.
03.853.896/0067-76;MARFRIG GLOBAL FOODS S.A.;MARFRIG;292;2015-01-13 00:00:00;2015-01-13 00:00:00;21024.014033/2019-57;A;AL JULIO MULLER (RES ALAMEDA), 1650, ALA 02 SALA 01;PONTE NOVA;78115200;VÁRZEA GRANDE;MT;(65) 33113800;PARALEGAL.CORPORATIVO@MARFRIG.COM.BR;CARNE;UNIDADE DE BENEF. DE CARNE E PROD. CÁRNEOS - C16 / CC2 - CONSERVAS - 10 A 20 T/D;2018-04-17 00:00:00;Aves. União Europeia (UE). Retorno da produção e certificação sanitária.Preparados de carne de aves. SEI nº  21000.009716/2018-80.
03.853.896/0067-76;MARFRIG GLOBAL FOODS S.A.;MARFRIG;292;2015-01-13 00:00:00;2015-01-13 00:00:00;21024.014033/2019-57;A;AL JULIO MULLER (RES ALAMEDA), 1650, ALA 02 SALA 01;PONTE NOVA;78115200;VÁRZEA GRANDE;MT;(65) 33113800;PARALEGAL.CORPORATIVO@MARFRIG.COM.BR;CARNE;UNIDADE DE BENEF. DE CARNE E PROD. CÁRNEOS - C16 / CC2 - CONSERVAS - 10 A 20 T/D;2020-05-26 00:00:00;Bovinos. Arábia Saudita. Habilitação. Categoria: Produtos Não Submetidos à Tratamento Térmico e Produtos Submetidos à Tratamento Térmico - Cocção. SEI 21024.006678/2020-50 (10832886).
03.853.896/0067-76;MARFRIG GLOBAL FOODS S.A.;MARFRIG;292;2015-01-13 00:00:00;2015-01-13 00:00:00;21024.014033/2019-57;A;AL JULIO MULLER (RES ALAMEDA), 1650, ALA 02 SALA 01;PONTE NOVA;78115200;VÁRZEA GRANDE;MT;(65) 33113800;PARALEGAL.CORPORATIVO@MARFRIG.COM.BR;CARNE;UNIDADE DE BENEF. DE CARNE E PROD. CÁRNEOS - C16 / CC2 - CONSERVAS - 10 A 20 T/D;2021-10-18 00:00:00;Egito. Bovinos. Prorrogação da habilitação. Produtos em natureza. SEI 03844.000026/2019-32 (17945991). Validade: 15/01/2022.
03.853.896/0067-76;MARFRIG GLOBAL FOODS S.A.;MARFRIG;292;2015-01-13 00:00:00;2015-01-13 00:00:00;21024.014033/2019-57;A;AL JULIO MULLER (RES ALAMEDA), 1650, ALA 02 SALA 01;PONTE NOVA;78115200;VÁRZEA GRANDE;MT;(65) 33113800;PARALEGAL.CORPORATIVO@MARFRIG.COM.BR;CARNE;UNIDADE DE BENEF. DE CARNE E PROD. CÁRNEOS - C16 / CC2 - CONSERVAS - 10 A 20 T/D;2022-11-23 00:00:00;Egito. Bovinos. Prorrogação da habilitação. SEI 03844.000026/2019-32 (24979432). Validade: 01/04/2023.
03.853.896/0067-76;MARFRIG GLOBAL FOODS S.A.;MARFRIG;292;2015-01-13 00:00:00;2015-01-13 00:00:00;21024.014033/2019-57;A;AL JULIO MULLER (RES ALAMEDA), 1650, ALA 02 SALA 01;PONTE NOVA;78115200;VÁRZEA GRANDE;MT;(65) 33113800;PARALEGAL.CORPORATIVO@MARFRIG.COM.BR;CARNE;UNIDADE DE BENEF. DE CARNE E PROD. CÁRNEOS - C16 / CC2 - CONSERVAS - 10 A 20 T/D;2022-09-20 00:00:00;"Egito. Bovinos. Prorrogação da habilitação. SEI 03844.000026/2019-32 (23833955). 
Validade: 01/01/2023."
03.853.896/0067-76;MARFRIG GLOBAL FOODS S.A.;MARFRIG;292;2015-01-13 00:00:00;2015-01-13 00:00:00;21024.014033/2019-57;A;AL JULIO MULLER (RES ALAMEDA), 1650, ALA 02 SALA 01;PONTE NOVA;78115200;VÁRZEA GRANDE;MT;(65) 33113800;PARALEGAL.CORPORATIVO@MARFRIG.COM.BR;CARNE;UNIDADE DE BENEF. DE CARNE E PROD. CÁRNEOS - C16 / CC2 - CONSERVAS - 10 A 20 T/D;2025-08-14 00:00:00;EGITO. Habilitação. PRODUTOS NÃO SUBMETIDOS A TRATAMENTO TÉRMICO (BOVÍDEO) (DHC). Nº Processo SEI: 21024.008593/2025-11. Nº(s) Documento(s) SEI: 44844906.
03.853.896/0067-76;MARFRIG GLOBAL FOODS S.A.;MARFRIG;292;2015-01-13 00:00:00;2015-01-13 00:00:00;21024.014033/2019-57;A;AL JULIO MULLER (RES ALAMEDA), 1650, ALA 02 SALA 01;PONTE NOVA;78115200;VÁRZEA GRANDE;MT;(65) 33113800;PARALEGAL.CORPORATIVO@MARFRIG.COM.BR;CARNE;UNIDADE DE BENEF. DE CARNE E PROD. CÁRNEOS - C16 / CC2 - CONSERVAS - 10 A 20 T/D;2025-11-05 00:00:00;MARROCOS. HABILITAÇÃO. PRODUTOS EM NATUREZA (BOVÍDEO) (DHC). PROCESSO SEI 21024.002704/2025-85 (47355088). PERÍODO DE VALIDADE: 29/10/2025 A 29/10/2030.
03.853.896/0067-76;MARFRIG GLOBAL FOODS S.A.;MARFRIG;292;2015-01-13 00:00:00;2015-01-13 00:00:00;21024.014033/2019-57;A;AL JULIO MULLER (RES ALAMEDA), 1650, ALA 02 SALA 01;PONTE NOVA;78115200;VÁRZEA GRANDE;MT;(65) 33113800;PARALEGAL.CORPORATIVO@MARFRIG.COM.BR;CARNE;UNIDADE DE BENEF. DE CARNE E PROD. CÁRNEOS - C16 / CC2 - CONSERVAS - 10 A 20 T/D;2025-10-20 00:00:00;CANADÁ. Extensão do escopo Habilitação. PRODUTOS SUBMETIDOS A TRATAMENTO TÉRMICO COCÇÃO (SUÍDEO) (DHC). Nº Processo SEI: 21024.006937/2025-57. Nº(s) Documento(s) SEI: E-mail 46620475.
03.853.896/0067-76;MARFRIG GLOBAL FOODS S.A.;MARFRIG;292;2015-01-13 00:00:00;2015-01-13 00:00:00;21024.014033/2019-57;A;AL JULIO MULLER (RES ALAMEDA), 1650, ALA 02 SALA 01;PONTE NOVA;78115200;VÁRZEA GRANDE;MT;(65) 33113800;PARALEGAL.CORPORATIVO@MARFRIG.COM.BR;CARNE;UNIDADE DE BENEF. DE CARNE E PROD. CÁRNEOS - C16 / CC2 - CONSERVAS - 10 A 20 T/D;2026-03-16 00:00:00;SINGAPURA. HABILITAÇÃO. PRODUTO NÃO SUBMETIDO À TRATAMENTO TÉRMICO (SUÍDEOS). Processo SEI n° 21024.001530/2026-14. Documento SEI n° 51098289.
12.027.723/0001-63;LATICINIO LORENZO S/A;LATICINIO LORENZO;3257;2015-01-20 00:00:00;2015-07-01 00:00:00;21050.010543/2019-38;A;ROD SC480 KM 07, SN, ********;LINHA SÃO MIGUEL;89990000;SÃO LOURENÇO DO OESTE;SC;(49) 3344-3174;JOSIANE@POLLICONTADORES.COM.BR;LEITE;UNIDADE DE BENEFICIAMENTO DE LEITE E DERIVADOS - L3G / LT2 - EST.LEITE E DERIV. (300.000 A 500.000 L/DIA);;
73.859.183/0001-79;J .P. DE OLIVEIRA - COMERCIO DE SUBPRODUTOS ANIMAIS - EPP;COBECRINA - SUBPRODUTOS DE BOVINO;3387;2015-02-04 00:00:00;2015-02-04 00:00:00;21000.032126/2019-31.;A;AC SITIO COBECRINA, S/Nº, BARACÃO,  1,2,4 E 5;DA PRATA;86400000;JACAREZINHO;PR;(43) 3525.5064 ;;NÃO COMESTÍVEL;UNIDADE DE BENEF. DE PROD. NÃO COMESTÍVEIS - C17 / NC2 - FÁBRICA DE PRODUTO NÃO COMESTÍVEL;2018-04-11 00:00:00;União Europeia. Suspensão da produção e certificação sanitária. PRODUTOS EM NATUREZA (BOVÍDEO) (DHC), PRODUTOS COM ADIÇÃO DE INIBIDORES (BOVÍDEO) (DHC). SEI: 21034.005239/2017-13, Despacho 474.
02.916.265/0096-20;JBS S/A;FRIBOI;4001;2015-02-09 00:00:00;2015-02-09 00:00:00;21056.000207/2014-12;A;AV RIO MARAVILHA, 161, QUADRA36 LOTE 1-E;DAIARA;77813862;ARAGUAÍNA;TO;(11) 3144-4000;TRIBUTOS.RFB@JBS.COM.BR;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AB1 - Bovino - mais de 80/hora - mais de 20t/d estocagem;2024-03-05 00:00:00;Timor Leste. Bovinos. Habilitação. Produtos em natureza. SEI 21000.002463/2024-61. (33711777).
02.916.265/0096-20;JBS S/A;FRIBOI;4001;2015-02-09 00:00:00;2015-02-09 00:00:00;21056.000207/2014-12;A;AV RIO MARAVILHA, 161, QUADRA36 LOTE 1-E;DAIARA;77813862;ARAGUAÍNA;TO;(11) 3144-4000;TRIBUTOS.RFB@JBS.COM.BR;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AB1 - Bovino - mais de 80/hora - mais de 20t/d estocagem;2023-11-20 00:00:00;Egito. Bovinos. Prorrogação da habilitação. SEI 03844.000026/2019-32 (31870669). Validade: 01/06/2024.
02.916.265/0096-20;JBS S/A;FRIBOI;4001;2015-02-09 00:00:00;2015-02-09 00:00:00;21056.000207/2014-12;A;AV RIO MARAVILHA, 161, QUADRA36 LOTE 1-E;DAIARA;77813862;ARAGUAÍNA;TO;(11) 3144-4000;TRIBUTOS.RFB@JBS.COM.BR;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AB1 - Bovino - mais de 80/hora - mais de 20t/d estocagem;2025-02-25 00:00:00;ARÁBIA SAUDITA. Extensão de escopo da Habilitação - inclusão de miúdos congelados na categoria PRODUTOS EM NATUREZA (BOVÍDEO) (DHC). SEI: 21016.003876/2024-94 (40860120).
02.246.972/0006-09;MINAMEL AGROINDUSTRIA LTDA;MINAMEL AGROINDUSTRIA;1446;2015-03-03 00:00:00;2015-03-03 00:00:00;21000.010900/2022-59;A;R JOSE JACINTO MAIA,PIONEIRO, 150;GLEBA RIBEIRAO MARINGA;87023210;MARINGÁ;PR;(48) 3462-1020;MINAMEL@MINAMEL.COM;MEL;UNIDADE DE BENEFICIAMENTO DE PRODUTOS DE ABELHAS - L3G / 2502 - UNIDADE DE BENEFICIAMENTO DE PRODUTOS DE ABELHAS;2019-11-01 00:00:00;União Europeia. Retorno da produção e certificação sanitária  MAPA. SEI 21000.009927/2019-01 Despacho 4732 (8282205).
02.246.972/0006-09;MINAMEL AGROINDUSTRIA LTDA;MINAMEL AGROINDUSTRIA;1446;2015-03-03 00:00:00;2015-03-03 00:00:00;21000.010900/2022-59;A;R JOSE JACINTO MAIA,PIONEIRO, 150;GLEBA RIBEIRAO MARINGA;87023210;MARINGÁ;PR;(48) 3462-1020;MINAMEL@MINAMEL.COM;MEL;UNIDADE DE BENEFICIAMENTO DE PRODUTOS DE ABELHAS - L3G / 2502 - UNIDADE DE BENEFICIAMENTO DE PRODUTOS DE ABELHAS;2019-04-03 00:00:00;União Europeia. Suspensão da produção e certificação sanitária  MAPA. SEI 21000.009927/2019-01 (6915921).
02.246.972/0006-09;MINAMEL AGROINDUSTRIA LTDA;MINAMEL AGROINDUSTRIA;1446;2015-03-03 00:00:00;2015-03-03 00:00:00;21000.010900/2022-59;A;R JOSE JACINTO MAIA,PIONEIRO, 150;GLEBA RIBEIRAO MARINGA;87023210;MARINGÁ;PR;(48) 3462-1020;MINAMEL@MINAMEL.COM;MEL;UNIDADE DE BENEFICIAMENTO DE PRODUTOS DE ABELHAS - L3G / MSD - MIGRADO - SDA DIGITAL;2023-02-09 00:00:00;Exclusão das habilitações para exportação de mel ao Reino Unido e à União Europeia, conforme OFÍCIO-CIRCULAR Nº 1/2023/DHC (26053098) e SEI 26052134.
